company_name,contact,address,city,state,zip,country,phone,email,fax,notes,operations,commodities,url
Carlsbad Produce Inc,,250 S ORANGE ST STE 6,ESCONDIDO,CA,92025-4142,USA,(760) 739-8650,tim.carlsbad@mindspring.com,(760) 739-8662,,"Distributor, Shipper, Produce,","Apples, Artichokes, Asparagus, Avocados, Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Cherry Tomatoes, Chili, Citrus Fruits, Cucumbers, Eggplant, Escarole, Fresh Cut, Grapefruit, Green Beans, Green Onions, Greens, Kiwi, Leeks, Lemons, Lettuce, Limes, Mandarin Orange, Mangoes, Mixed Vegetables, Nectarines, Onions, Oranges, Peaches, Peppers, Potatoes, Raspberries, Roma, Romaine, Saladmix, Spinach, Squash, Strawberries, Sweet Corn, Tangelos, Tomatoes, Watermelons,",
Carol-Ann Produce Packaging Corp,,444 BIG ISLAND RD,GOSHEN,NY,10924-6014,USA,(845) 651-7915,capkg@warwick.net,(845) 651-1966,,"Repacker, Shipper, Produce,","Onions, Potatoes,",
Castellini Company,,PO BOX 721610,NEWPORT,KY,41072-1610,USA,(859) 442-4650,,(859) 442-4635,,"Commission Merchant, Food Service, Jobber, Packer, Shipper, Produce,","Christmas Trees, Fruits, Lettuce, PMA Member, Potatoes, Tomatoes, Vegetables,",
Cavalier-Gulling-Wilson Co (Inc),,35-47 N OHIO FOOD TERM,CLEVELAND,OH,44115,USA,(216) 431-2117,,(216) 431-6815,,"Commission Merchant, Food Service, Jobber, Shipper, Produce,","Apples, Apples, Asparagus, Avocados, Blueberries, Celery, Citrus Fruits, Cranberries, Deciduous, Garlic, Hothouse Veg, Lettuce, Lettuce, Melons, Mushrooms, Onions, Potatoes, Strawberries, Sweet Potatoes, Tomato Plants, Tropical Fruits, Vegetables,",
"Cavallaro & Sons Inc, A J",,PO BOX 595,CHESTER,NY,10918-0595,USA,(845) 651-7454,ajcav@warwick.net,(845) 651-7499,,"Grower, Packer, Repacker, Shipper, Produce,","Onions,",
Caviar's Finest Inc,,10018 E CORRINE DR,SCOTTSDALE,AZ,85260-4658,USA,(480) 451-6200,,(480) 451-3306,,"Broker, Distributor, Shipper, Produce,","Apricots, Broccoli, Cantaloupes, Cauliflower, Celery, Citrus Fruits, Fruits, Grapes, Honeydew Melons, Kiwi, Melons, Nectarines, Peaches, Plums, Strawberries, Vegetables,",
CDS Distributing Inc,,1000 BRANNAN ST STE 504,SAN FRANCISCO,CA,94103-4888,USA,(415) 864-8588,cdsdist@cdsdist.com,(415) 864-0380,,"Broker, Food Service, Importer, Shipper, Produce,","Apples, Avocados, Berries, Cherries, Fruits, Grapes, Nectarines, Onions, Peaches, Pears, Plums, PMA Member, Potatoes, Tomatoes,",Http://www.cdsdist.com
Cee-Bee Produce Inc,,PO Box 2499,VALDOSTA,GA,31604,USA,(229) 777-7850,,(229) 777-7852,,"Buying Broker, Shipper, Produce,","Cabbage, Celery, Cucumbers, Fruits, Green Beans, Lettuce, Mixed Vegetables, Peppers, Squash, Sweet Corn, Vegetables,",
Celsus Export LLC,,855 Folsom St #104,SAN FRANCISCO,CA,94107-1175,USA,(415) 359-1128,nobu@celsusexport.com,(415) 359-9928,,"Buyer, Exporter, Shipper, Produce,","Baby Lettuce, Baby Vegetables, Berries, Blueberries, Cherries, Fruits, Melons, Organic, Radicchio, Raspberries, Strawberries, Vegetables,",Http://www.celsusexport.com
Certified Pack,,PO Box 7269,NOGALES,AZ,85628,USA,(520) 761-3322,gr8produce@theriver.com,(520) 281-0910,,"Buying Broker, Repacker, Shipper, Produce,","Vegetables,",
Champlain Valley Specialty Inc,,69 THOMPSON RD,KEESEVILLE,NY,12944-2608,USA,(518) 834-7140,cvspec112@cs.com,(518) 834-7187,,"Grower, Importer, Shipper, Produce,","Belgian Endive, Ginger, Herbs, Peppers, Radicchio, Seedless Cucumbers, Sprouts, Vegetables,",
"Chesser & Co Inc, Fred S",,PO BOX 215,TEMPERANCEVILLE,VA,23442-0215,USA,(757) 824-3912,fscco@verizon.net,(757) 824-0651,,"Buying Broker, Grower, Shipper, Produce,","Cabbage, Cucumbers, Fruits, Green Beans, Mixed Vegetables, Peppers, Potatoes, Squash, Vegetables,",
Cimino Brothers Produce,,31 W MARKET ST,SALINAS,CA,93901-2640,USA,(831) 751-9150,sales@broccoli.net,(831) 751-9160,,"Broker, Distributor, Exporter, Importer, Shipper, Produce,","Bok Choy, Broccoli, Cabbage, Carrots, Chili, Citrus Fruits, Dried Fruit, Fresh Cut, Fruits, Green Beans, Green Leaf Lettuce, Green Onions, Green Peas, Greens, Lettuce, Melons, Mexican Fruit, Mexican Vegetable, Napa, Nectarines, Organic, Peppers, PMA Member, Red Leaf Lettuce, Romaine, Saladmix, Snowpeas, Specialty Fruit, Sweet Corn, Tomatoes, Vegetables,",Http://www.broccoli.net
Ciruli Brothers LLC,,PO BOX 1476,TUBAC,AZ,85646-1476,USA,(520) 281-9696,info@cirulibrothers.com,(520) 281-1473,,"Buying Broker, Distributor, Shipper, Produce,","Cantaloupes, Eggplant, Fruits, Honeydew Melons, Hothouse Tomato, Mangoes, Melons, Mixed Vegetables, Tomatoes, Vegetables,",Http://www.cirulibrothers.com
Ciruli Brothers LLC,,PO Box 1476,TUBAC,AZ,85646,USA,(520) 281-9696,,(520) 281-1473,,"Grower, Shipper, Produce,","Cantaloupes, Honeydew Melons, Hothouse Tomato, Mangoes, Melons, Mixed Vegetables, Tomatoes,",
Coast To Coast Produce LLC,,PO BOX 250,CHESHIRE,CT,06410-0250,USA,(203) 271-2006,,(203) 271-2796,,"Broker, Shipper, Produce,","Apples, Bibb Lettuce, Boston/Butterhead, Broccoli, Cantaloupes, Carrots, Cauliflower, Celery, Chili, Citrus Fruits, Cucumbers, Eggplant, Grapes, Green Beans, Honeydew Melons, Lemons, Lettuce, Melons, Nectarines, Onions, Oranges, Organic, Peaches, Peppers, PMA Member, Romaine, Salads, Squash, Sweet Corn, Tangelos, Tangerines, Tomatoes, Watermelons,",
Coast To Coast Produce LLC,,200 Camino Aguajito Ste 203,MONTEREY,CA,93940,USA,(831) 655-7720,lspry@ctcproduce.com,(831) 655-7725,,"Broker, Importer, Shipper, Produce,","Fruits, Vegetables,",
Coast To Coast Produce LLC,,"34 Market St, Ste 20",EVERETT,MA,2149,USA,(617) 381-0065,dpatnaude@ctcproduce.com,(617) 381-0067,,"Broker, Shipper, Produce,","Cherries, Citrus Fruits, Melons, Mexican Vegetable, Stone Fruit, Sweet Corn, Vegetables,",
Coast to Coast Produce LLC,,PO Box 760,DELANO,CA,93215-0760,USA,(661) 725-0454,,(661) 725-0456,,"Grower, Shipper, Produce,","Grapes,",
Coast to Coast Produce LLC,,"2120 24th St, Ste #4",BAKERSFIELD,CA,93301,USA,(661) 377-1575,rbaker@ctcproduce.com,(661) 377-1579,,"Exporter, Grower, Importer, Packer, Shipper, Produce,","Fruits, Grapes, Vegetables,",Http://www.ctcproduce.com
Coastal Brokerage Co of Southern Ca,,PO BOX 2998,HUNTINGTON PARK,CA,90255-2998,USA,(213) 683-1985,leonard@coastalbc.net,,,"Broker, Distributor, Shipper, Produce,","Cantaloupes, Fruits, Honeydew Melons, Melons, Mixed Vegetables, Sweet Corn, Vegetables,",
Coastal Brokers Inc,,PO BOX 14921,PORTLAND,OR,97293-0921,USA,(503) 234-0333,,(503) 238-2164,,"Broker, Distributor, Grower, Shipper, Produce,","Cucumbers, Fruits, Garlic, Mixed Vegetables, Tomatoes,",
Coates Farm Produce Inc,,9800 N 400 E,LAKE VILLAGE,IN,46349-9249,USA,(219) 345-3217,,(219) 345-5265,,"Buying Broker, Shipper, Produce,","Pumpkins, Watermelons,",
Cohen Produce Marketing,,1865 Center Mills Road,ASPERS,PA,17304-9785,USA,(717) 677-9111,hcohen@pa.net,(717) 677-6120,,"Buying Broker, Exporter, Importer, Jobber, Shipper, Produce,","Apples, Cabbage, Cantaloupes, Cherries, Cucumbers, Fruits, Green Beans, Inspection Services, Logistics, Nectarines, Peaches, Pears, Peppers, Plums, Prunes, Squash, Sweet Corn, Tomatoes, Vegetables,",Http://www.cohenproduce.com
Cohen Produce Marketing,,181 Schut Rd,YAKIMA,WA,98936,USA,(717) 677-9111,,,,"Buying Broker, Exporter, Importer, Jobber, Shipper, Produce,","Apples, Cherries, Inspection Services, Logistics, Pears, Stone Fruit,",
Cohen Produce Marketing,,PO Box 764,CHELAN,WA,98816,USA,(717) 677-9111,,,,"Buying Broker, Exporter, Importer, Jobber, Shipper, Produce,","Apples, Cherries, Inspection Services, Logistics, Pears, Stone Fruit,",
Coloma Farms Inc,,PO BOX 137,COLOMA,WI,54930-0137,USA,(715) 228-3031,cffarms@uniontel.net,(715) 228-4455,,"Grower, Shipper, Produce,","Potatoes,",
Colo-Pac Produce Inc,,4345 Oneida St,DENVER,CO,80216-5002,USA,(303) 291-0155,email@colo-pac.com,(303) 294-9672,,"Jobber, Packer, Pre-Packager, Repacker, Wholesaler, Produce,","Cherry Tomatoes, Fruits, Organic, PMA Member, Roma, Tomatoes, Vegetables, Vegetables,",Http://www.colo-pac.com
Columbia River Farms LLC,,856 FRESHWATER PARK,PORT ANGELES,WA,98363-8899,USA,(360) 928-9700,crf@olypen.com,(360) 928-9405,,"Broker, Shipper, Produce,","Apples, Apricots, Cherries, Garlic, Nectarines, Onions, Organic, Peaches, Peaches, Pears, Plums, Potatoes, Prunes,",
"Columbine Vineyards dba Caratan Inc, M",,33787 Cecil Ave,DELANO,CA,93215-9597,USA,(661) 725-1777,sales@columbinevineyards.com,(661) 725-7233,,"Grower, Shipper, Produce,","Grapes, PMA Member,",Http://www.columbinevineyards.com
"Consalo & Sons Farms Inc, Wm",,1269 N MAIN RD,VINELAND,NJ,08360-2538,USA,(856) 691-3377,wmconsalo@aol.com,(856) 691-0164,,"Broker, Grower, Shipper, Produce,","Apples, Asparagus, Beets, Berries, Blueberries, Broccoli, Cabbage, Cantaloupes, Cauliflower, Chili, Chili, Cucumbers, Eggplant, Escarole, Fruits, Grapes, Green Beans, Green Onions, Green Onions, Green Peas, Greens, Herbs, Honeydew Melons, Honeydew Melons, Leeks, Lettuce, Mangoes, Melons, Napa, Nectarines, Okra, Okra, Onions, Oranges, Peaches, Peppers, PMA Member, Potatoes, Pumpkins, Radishes, Romaine, Rutabaga, Spinach, Sprouts, Squash, Strawberries, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Vegetables, Watercress, Watermelons,",Http://www.wmconsalofarms.com
"Consalo & Sons Farms Inc, Wm",,PO Box 4105,RIO RICO,AZ,85648-4105,USA,(520) 281-4855,djavier71@msn.com,(520) 281-4214,,"Broker, Grower, Shipper, Produce,","Mixed Vegetables, Vegetables,",
Continental Sales,,1601 E OLYMPIC BLVD BLDG 300,LOS ANGELES,CA,90021-1942,USA,(213) 689-0844,,(213) 689-0340,,"Exporter, Shipper, Produce,","Fruits, Vegetables,",
Coosemans LA Inc,,"1601 E OLYMPIC BLVD,",LOS ANGELES,CA,90021-1941,USA,(213) 689-1551,produce@coosemans.com,(213) 689-1583,,"Importer, Shipper, Produce,","Apples, Apricots, Arrowroot, Artichokes, Asian Pear, Asparagus, Avocados, Baby Vegetables, Beets, Belgian Endive, Bitter Melon, Black Radish, Blackberries, Blood Orange, Blueberries, Bok Choy, Boniato, Breadfruit, Broccoli, Brussels Sprouts, Burdock, Cactus Leaves, Calabaza, Cantaloupes, Cardoni, Carrots, Cassava, Cauliflower, Celery, Celery Root, Chayote, Cherimoya, Cherries, Chili, Chinese Long Bean, Cipoline, Coconuts, Crab Apple, Cranberries, Cucumbers, Daikon, Dates, Dried Fruit, Eggplant, Endive, Escarole, Fava Bean, Feijoa, Figs, French Beans, Gailand, Garlic, Ginger, Gooseberry, Grapes, Green Beans, Green Peas, Greens, Guava, Herbs, Honeydew Melons, Horseradish, Huckleberries, Japanese Eggplant, Jerusalem Artichoke, Jicama, Kiwano, Kiwi, Kohlrabi, Kumquat, Leeks, Lemon Grass, Lemons, Lettuce, Lillyroot, Limequat, Limes, Loquat, Lychee, Malanga, Mamey Sapote, Mangoes, Melons, Mushrooms, Napa, Nectarines, Okra, Olive, Onions, Oranges, Organic, Papayas, Passion Fruit, Peaches, Pearl Onion, Pears, Peppers, Persimmons, Pineapples, Plantain, Pomegranates, Potatoes, Prickly/Tuna Pear, Pumpkins, Quince, Radicchio, Radishes, Rappini, Raspberries, Rhubarb, Romaine, Salsify, Shallots, Spinach, Sprouts, Squash, Star Fruit (Carambola), Strawberries, Sugar Cane, Sweet Corn, Tamarillo, Tamarindo, Taro Root, Tofu, Tomatillo, Tomatoes, UGLI Tangelo, Water Chestnut, Watercress, Watermelons,",Http://www.coosemans.com/la
Coosemans LA Shipping,,2820 E 44TH ST,VERNON,CA,90058-2402,USA,(323) 588-1127,la.shipping@coosemans.com,(323) 588-7723,,"Shipper, Produce,","Apples, Artichokes, Asparagus, Baby Eggplant, Baby Lettuce, Baby Vegetables, Baby Vegetables, Bananas, Berries, Blood Orange, Boiler Onions, Celery Root, Champagne Grape, Cherimoya, Chili, Edible Flowers, Exotic Fruits, Ginger, Green Beans, Herbs, Kumquat, Mangoes, Melons, Mexican Vegetable, Mushrooms, Onions, Organic, Oriental Vegetables, Oriental Vegetables, Oro Blanco, Passion Fruit, Pears, Peppers, Persimmons, Pomegranates, Potatoes, Pummelo, Quince, Rhubarb, Salsify, Shallots, Snowpeas, Star Fruit (Carambola), Tamarillo, Vegetables,",Http://www.weshipproduce.com
Coosemans New York Inc,,NYC TERM MKT ROW B UNIT 249,BRONX,NY,10474-7402,USA,(718) 328-3060,info@coosemansnewyork.com,(718) 842-6545,,"Importer, Shipper, Produce,","Asparagus, Avocados, Beets, Carrots, Cucumbers, Endive, Fruits, Green Beans, Green Peas, Kiwi, Lettuce, Mushrooms, Peppers, Rhubarb, Shallots, Squash, Tomatoes, Turnips, Vegetables,",Http://www.coosemans.com
"Cornille & Sons Inc, George J",,"2404 S Wolcott Ave, Unit 4",CHICAGO,IL,60608-5342,USA,(773) 847-7631,,(773) 847-8482,,"Commission Merchant, Distributor, Jobber, Shipper, Produce,","Celery, Celery Hearts, Herbs, Hothouse Veg, Lettuce, Parsnips, Peppers, Shallots, Squash, Tomatoes, Turnips, Vegetables,",
Countrywide Potato Co LLC,,6541 JEFFERSON RD,ALLIANCE,NE,69301-5246,USA,(308) 762-7699,,(308) 762-7899,,"Broker, Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
Crispheart Produce Inc,,PO BOX 39,HUDSONVILLE,MI,49426-0039,USA,(616) 669-1550,crispheart@aol.com,(616) 669-3556,,"Grower, Packer, Shipper, Produce,","Beets, Blueberries, Cabbage, Carrots, Carrots, Celery, Celery, Cucumbers, Eggplant, Endive, Escarole, Grapes, Leeks, Mixed Vegetables, Onions, Onions, Parsnips, Peppers, Radishes, Squash, Sweet Corn, Turnips,",
Crown Jewels Marketing & Distribution LLC,,PO Box 25430,FRESNO,CA,93729-5430,USA,(559) 438-2335,sales@crownjewelsmarketing.com,,,"Distributor, Exporter, Grower, Shipper, Produce,","Apples, Apricots, Asparagus, Broccoli, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Cherry Tomatoes, Citrus Fruits, Cucumbers, Grapes, Green Beans, Honeydew Melons, Kiwi, Lettuce, Melons, Nectarines, Onions, Oranges, Peaches, Pears, Peppers, Plums, Pluot, PMA Member, Pomegranates, Potatoes, Raspberries, Romaine, Spinach, Squash, Strawberries, Sweet Potatoes, Tomatoes, Vegetables, Watermelons, Yam,",Http://www.crownjewelsmarketing.com
Crown Jewels Marketing & Distribution LLC,,"2420 N Frank Reed Rd, Ste 3",NOGALES,AZ,85621,USA,(520) 281-2325,sales@crownjewelsmarketing.com,(520) 281-2347,,"Distributor, Exporter, Grower, Shipper, Produce,","Apples, Apricots, Asparagus, Broccoli, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Cherry Tomatoes, Citrus Fruits, Cucumbers, Grapes, Green Beans, Honeydew Melons, Kiwi, Lettuce, Melons, Nectarines, Onions, Oranges, Peaches, Pears, Peppers, Plums, Pluot, Pomegranates, Potatoes, Raspberries, Romaine, Spinach, Squash, Strawberries, Sweet Potatoes, Tomatoes, Vegetables, Watermelons, Yam,",Http://www.crownjewelsmarketing.com
"Crum Co Inc, Bob",,PO BOX 727,PALISADE,CO,81526-0727,USA,(970) 241-4048,bobcrumco@aol.com,(970) 245-7322,,"Broker, Distributor, Sales Agency, Shipper, Produce,","Peaches, Pears,",
"Crum Co Inc, Bob",,,OKLAHOMA CITY,OK,.....,USA,(405) 286-1619,,(405) 286-3323,,"Broker, Distributor, Shipper, Produce,","Cabbage, Cantaloupes, Carrots, Cauliflower, Citrus Fruits, Fruits, Green Beans, Strawberries, Tangerines, Vegetables,",
Culotta Distributing Inc,,PO Box 1574,CAMARILLO,CA,93011-1574,USA,(520) 281-1379,,(520) 281-4645,,"Buying Broker, Distributor, Shipper, Produce,","Cucumbers, Melons, Mixed Vegetables, Peppers, Tomatoes, Watermelons,",
Culotta Distributing Inc,,PO Box 1574,CAMARILLO,CA,93011-1574,USA,(520) 281-1288,,(520) 281-4645,,"Buying Broker, Shipper, Produce,","Cucumbers, Peppers, Tomatoes, Vegetables,",
Curry & Co Inc,,20617 N 8th St,PHOENIX,AZ,85024,USA,(623) 581-5710,,(623) 581-5711,,"Distributor, Exporter, Importer, Packer, Repacker, Shipper, Produce,",,
"Curry & Co, Inc",,PO Box 9187,BROOKS,OR,97305-0187,USA,(503) 393-6033,sales@curryandco.com,(503) 393-6085,,"Distributor, Exporter, Importer, Packer, Repacker, Shipper, Produce,","Blackberries, Blueberries, Cranberries, Fruits, Onions, PMA Member, Rutabaga, Tomatoes, Vegetables,",Http://www.curryandco.com
"Cutler Company, Michael",,"The Morris Bldg, Ste 224",WENATCHEE,WA,98801-2274,USA,(509) 665-3151,mikes@michaelcutlerco.com,(509) 665-2441,,"Distributor, Exporter, Grower, Shipper, Produce,","Apples, Asparagus, Cherries, Fruits, Onions, Pears, Potatoes, Vegetables,",
"Cutler Company, Michael",,565 Hillcrest East,LAKE QUIVIRA,KS,66217-8782,USA,(913) 248-8423,gerrywalker@kc.rr.com,(913) 248-0012,,"Distributor, Exporter, Food Service, Grower, Shipper, Produce,","Asparagus, Onions, Potatoes,",
"Cutler Company, Michael",,,BRAWLEY,CA,92227,USA,(800) 843-5149,,(509) 665-2441,,"Grower, Shipper, Produce,","Onions,",
"Cutler Company, Michael",,"1444 East Lackawanna Ave, Ste 218",OLYPHANT,PA,18447-2115,USA,(570) 586-5600,onions@michaelcutlerco.com,(570) 586-5858,,"Distributor, Grower, Shipper, Produce,","Carrots, Onions, Vegetables,",Http://www.michaelcutlercompany.com
"Cutone Mushroom Co Inc, M",,119-120 NE PROD CTR,CHELSEA,MA,2150,USA,(610) 268-2271,,,,"Grower, Packer, Shipper, Produce,","Mushrooms,",
D'Arrigo Bros Co of California,,PO BOX 850,SALINAS,CA,93902-0850,USA,(831) 455-4300,,(831) 455-4301,,"Grower, Shipper, Produce,","Boston/Butterhead, Broccoli, Brussels Sprouts, Cauliflower, Grapes, Green Onions, Green Onions, Lettuce, Mixed Vegetables, PMA Member, Rappini, Romaine,",
D'Arrigo Bros Co of New York Inc,,N Y C TERMINAL MARKET UNIT 315,NEW YORK,NY,10474,USA,(718) 991-5900,matthew@darrigony.com,(718) 960-0544,,"Commission Merchant, Exporter, Importer, Shipper, Produce,","Apples, Artichokes, Asparagus, Avocados, Berries, Broccoli, Carrots, Cherries, Citrus Fruits, Fruits, Grapes, Greens, Lettuce, Mangoes, Melons, Pears, PMA Member, Vegetables,",
Delta Pre-Pack Company,,2771 FRENCH CAMP RD,MANTECA,CA,95336-9689,USA,(209) 982-5691,,(209) 982-0235,,"Grower, Packer, Repacker, Shipper, Produce,","Cherry Tomatoes, Peppers, Tomatoes,",Http://www.lagorio.com
DeMarco Produce Co (Inc),,PO BOX 2819,VINELAND,NJ,08362-2819,USA,(856) 692-2368,,(856) 692-2144,,"Buying Broker, Shipper, Produce,","Blueberries, Fruits, Vegetables,",
Diamond Blueberry Inc,,548 PLEASANT MILLS RD,HAMMONTON,NJ,08037-8931,USA,(609) 561-3661,,(609) 567-4423,,"Grower, Packer, Processor, Shipper, Produce,","Blueberries,",
Dionisio Produce & Farms,,38546 E US HIGHWAY 50,PUEBLO,CO,81006-9324,USA,(719) 948-3194,,,,"Fresh Cut Processor, Grower, Packer, Processor, Shipper, Produce,","Cabbage, Mixed Vegetables, Onions, Parsnips, Pumpkins, Turnips, Watermelons,",
DLJ Produce Inc,,PO BOX 2398,WEST COVINA,CA,91793-2398,USA,(626) 330-6849,,(626) 330-6579,,"Buying Broker, Broker, Distributor, Exporter, Packer, Repacker, Shipper, Produce,","Apples, Apricots, Avocados, Berries, Blackberries, Blueberries, Cantaloupes, Chilean Fruit, Citrus Fruits, Fruits, Garlic, Grapes, Greens, Kiwi, Lemons, Mangoes, Melons, Nectarines, Onions, Peaches, Pears, Persimmons, Plums, Plums, Potatoes, Potatoes, Sweet Potatoes, Tomatoes, Vegetables,",
"Donia Co, Frank",,PO BOX 13325,PALM DESERT,CA,92255-3325,USA,(760) 345-3555,,(760) 345-0300,,"Buying Broker, Broker, Shipper, Produce,","Fruits, Grapes, Onions, Potatoes, Vegetables,",
"Donio Inc, Frank",,PO BOX 529,HAMMONTON,NJ,08037-0529,USA,(609) 561-2466,,(609) 561-2543,,"Buying Broker, Shipper, Produce,","Apples, Apricots, Artichokes, Asparagus, Avocados, Bananas, Beets, Blackberries, Blueberries, Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Chili, Citrus Fruits, Coconuts, Cranberries, Cucumbers, Eggplant, Endive, Figs, Fresh Cut, Garlic, Grapefruit, Grapes, Green Beans, Green Onions, Green Peas, Greens, Herbs, Honeydew Melons, Kiwi, Leeks, Lemons, Lettuce, Limes, Mangoes, Melons, Mushrooms, Nectarines, Nuts, Okra, Onions, Oranges, Organic, Papayas, Peaches, Pears, Peppers, Pineapples, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Romaine, Rutabaga, Salads, Spinach, Sprouts, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Watermelons,",Http://www.donio.com
"Donio Inc, Frank",,PO BOX 529,HAMMONTON,NJ,08037-0529,USA,(609) 561-2466,jim@donio.com,(609) 561-2543,,"Buying Broker, Shipper, Produce,","Apples, Apricots, Artichokes, Asparagus, Avocados, Bananas, Beets, Blackberries, Blueberries, Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Chili, Citrus Fruits, Coconuts, Cranberries, Cucumbers, Eggplant, Endive, Figs, Fresh Cut, Garlic, Grapefruit, Grapes, Green Beans, Green Onions, Green Peas, Greens, Herbs, Kiwi, Leeks, Lemons, Lettuce, Limes, Mangoes, Melons, Mushrooms, Nectarines, Nuts, Okra, Onions, Oranges, Organic, Papayas, Peaches, Pears, Peppers, Pineapples, Plums, PMA Member, Potatoes, Pumpkins, Radishes, Raspberries, Romaine, Rutabaga, Salads, Spinach, Sprouts, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Watermelons,",Http://www.donio.com
"Donio Inc, Frank",,PO Box 529,HAMMONTON,NJ,08037-0529,USA,(520) 761-3633,,(520) 761-3656,,"Buying Broker, Shipper, Produce,","Apples, Apricots, Artichokes, Asparagus, Avocados, Bananas, Beets, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Chili, Citrus Fruits, Coconuts, Cranberries, Cucumbers, Eggplant, Endive, Figs, Fresh Cut, Garlic, Grapefruit, Grapes, Green Beans, Green Onions, Green Peas, Kiwi, Leeks, Lemons, Lettuce, Limes, Mangoes, Melons, Mushrooms, Nectarines, Nuts, Okra, Onions, Oranges, Organic, Papayas, Peaches, Pears, Peppers, Pineapples, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Romaine, Rutabaga, Salads, Spinach, Sprouts, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Watermelons,",
